episode_name,dialogue,person_scene,filtered_words,stemmed_words,pos_tags,entities
Series 04 Episode 10 – The Alien Parasite Hypothesis," No, I experienced some distressing symptoms last night, so I’m checking my vital signs every hour.",Amy,"['experienced', 'distressing', 'symptoms', 'last', 'night', 'im', 'checking', 'vital', 'signs', 'every', 'hour']","['experienc', 'distress', 'symptom', 'last', 'night', 'im', 'check', 'vital', 'sign', 'everi', 'hour']","[('experienced', 'VERB'), ('distressing', 'NOUN'), ('symptoms', 'NOUN'), ('last', 'ADJ'), ('night', 'NOUN'), ('i', 'PRON'), ('m', 'AUX'), ('checking', 'VERB'), ('vital', 'ADJ'), ('signs', 'NOUN'), ('every', 'DET'), ('hour', 'NOUN')]","[('last night', 'TIME'), ('every hour', 'TIME')]"
Series 04 Episode 10 – The Alien Parasite Hypothesis," Oh, that sounds like fun.",Amy,"['oh', 'sounds', 'like', 'fun']","['oh', 'sound', 'like', 'fun']","[('oh', 'INTJ'), ('sounds', 'VERB'), ('like', 'ADP'), ('fun', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis," Elevated heart rate, moist palms, dry mouth and localized vascular throbbing.",Amy,"['elevated', 'heart', 'rate', 'moist', 'palms', 'dry', 'mouth', 'localized', 'vascular', 'throbbing']","['elev', 'heart', 'rate', 'moist', 'palm', 'dri', 'mouth', 'local', 'vascular', 'throb']","[('elevated', 'ADJ'), ('heart', 'NOUN'), ('rate', 'NOUN'), ('moist', 'NOUN'), ('palms', 'NOUN'), ('dry', 'VERB'), ('mouth', 'NOUN'), ('localized', 'VERB'), ('vascular', 'NOUN'), ('throbbing', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,Ears and genitalia.,Amy,"['ears', 'genitalia']","['ear', 'genitalia']","[('ears', 'NOUN'), ('genitalia', 'VERB')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis," I was sitting in a restaurant with Penny and Bernadette, drinking water, carbonated as it was a special occasion. Penny’s friend Zack stopped by and said hello and I said hoo.",Amy,"['sitting', 'restaurant', 'penny', 'bernadette', 'drinking', 'water', 'carbonated', 'special', 'occasion', 'pennys', 'friend', 'zack', 'stopped', 'said', 'hello', 'said', 'hoo']","['sit', 'restaur', 'penni', 'bernadett', 'drink', 'water', 'carbon', 'special', 'occas', 'penni', 'friend', 'zack', 'stop', 'said', 'hello', 'said', 'hoo']","[('sitting', 'VERB'), ('restaurant', 'NOUN'), ('penny', 'PROPN'), ('bernadette', 'PROPN'), ('drinking', 'NOUN'), ('water', 'NOUN'), ('carbonated', 'VERB'), ('special', 'ADJ'), ('occasion', 'NOUN'), ('pennys', 'NOUN'), ('friend', 'NOUN'), ('zack', 'NOUN'), ('stopped', 'VERB'), ('said', 'VERB'), ('hello', 'INTJ'), ('said', 'VERB'), ('hoo', 'PROPN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,Zack.,Amy,['zack'],['zack'],"[('zack', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,Ask what?,Amy,['ask'],['ask'],"[('ask', 'VERB')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,Zack.,Amy,['zack'],['zack'],"[('zack', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,Hoo.,Amy,['hoo'],['hoo'],"[('hoo', 'PROPN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,Why do you keep saying Zack?,Amy,"['keep', 'saying', 'zack']","['keep', 'say', 'zack']","[('keep', 'VERB'), ('saying', 'VERB'), ('zack', 'VERB')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,I’m not saying hoo now. I said hoo last night.,Amy,"['im', 'saying', 'hoo', 'said', 'hoo', 'last', 'night']","['im', 'say', 'hoo', 'said', 'hoo', 'last', 'night']","[('i', 'PRON'), ('m', 'AUX'), ('saying', 'VERB'), ('hoo', 'PROPN'), ('said', 'VERB'), ('hoo', 'PROPN'), ('last', 'ADJ'), ('night', 'NOUN')]","[('hoo', 'ORG'), ('last night', 'TIME')]"
Series 04 Episode 10 – The Alien Parasite Hypothesis,There was no question. I simply said hoo.,Amy,"['question', 'simply', 'said', 'hoo']","['question', 'simpli', 'said', 'hoo']","[('question', 'NOUN'), ('simply', 'ADV'), ('said', 'VERB'), ('hoo', 'PROPN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,Where would I have picked up an alien parasite?,Amy,"['would', 'picked', 'alien', 'parasite']","['would', 'pick', 'alien', 'parasit']","[('would', 'AUX'), ('picked', 'VERB'), ('alien', 'ADJ'), ('parasite', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,My blood work shows thyroid function normal. Cortisol levels normal.,Amy,"['blood', 'work', 'shows', 'thyroid', 'function', 'normal', 'cortisol', 'levels', 'normal']","['blood', 'work', 'show', 'thyroid', 'function', 'normal', 'cortisol', 'level', 'normal']","[('blood', 'NOUN'), ('work', 'NOUN'), ('shows', 'VERB'), ('thyroid', 'NOUN'), ('function', 'VERB'), ('normal', 'ADJ'), ('cortisol', 'PROPN'), ('levels', 'NOUN'), ('normal', 'ADJ')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis," Sheldon, I am not going through menopause.",Amy,"['sheldon', 'going', 'menopause']","['sheldon', 'go', 'menopaus']","[('sheldon', 'PROPN'), ('going', 'VERB'), ('menopause', 'NOUN')]","[('sheldon going', 'ORG')]"
Series 04 Episode 10 – The Alien Parasite Hypothesis," I think we need to face the cold, hard truth, I was sexually aroused by Penny’s friend Zack.",Amy,"['think', 'need', 'face', 'cold', 'hard', 'truth', 'sexually', 'aroused', 'pennys', 'friend', 'zack']","['think', 'need', 'face', 'cold', 'hard', 'truth', 'sexual', 'arous', 'penni', 'friend', 'zack']","[('think', 'VERB'), ('need', 'AUX'), ('face', 'VERB'), ('cold', 'ADJ'), ('hard', 'ADJ'), ('truth', 'NOUN'), ('sexually', 'ADV'), ('aroused', 'VERB'), ('pennys', 'NOUN'), ('friend', 'NOUN'), ('zack', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis," Let’s look at this logically. I have a stomach, I get hungry. I have genitals, I have the potential for sexual arousal.",Amy,"['lets', 'look', 'logically', 'stomach', 'get', 'hungry', 'genitals', 'potential', 'sexual', 'arousal']","['let', 'look', 'logic', 'stomach', 'get', 'hungri', 'genit', 'potenti', 'sexual', 'arous']","[('lets', 'NOUN'), ('look', 'VERB'), ('logically', 'ADV'), ('stomach', 'NOUN'), ('get', 'VERB'), ('hungry', 'ADJ'), ('genitals', 'NOUN'), ('potential', 'ADJ'), ('sexual', 'ADJ'), ('arousal', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,Religion?,Amy,['religion'],['religion'],"[('religion', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,No.,Amy,[],[],[],[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,Are you suggesting we live our lives guided by the philosophies found in cheap science fiction?,Amy,"['suggesting', 'live', 'lives', 'guided', 'philosophies', 'found', 'cheap', 'science', 'fiction']","['suggest', 'live', 'live', 'guid', 'philosophi', 'found', 'cheap', 'scienc', 'fiction']","[('suggesting', 'VERB'), ('live', 'ADJ'), ('lives', 'NOUN'), ('guided', 'VERB'), ('philosophies', 'NOUN'), ('found', 'VERB'), ('cheap', 'ADJ'), ('science', 'NOUN'), ('fiction', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,What are you doing?,Amy,[],[],[],[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,Is it possible that your concern for me at this moment is motivated by nothing more than simple jealousy?,Amy,"['possible', 'concern', 'moment', 'motivated', 'nothing', 'simple', 'jealousy']","['possibl', 'concern', 'moment', 'motiv', 'noth', 'simpl', 'jealousi']","[('possible', 'ADJ'), ('concern', 'NOUN'), ('moment', 'NOUN'), ('motivated', 'VERB'), ('nothing', 'PRON'), ('simple', 'ADJ'), ('jealousy', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,And?,Amy,[],[],[],[]
Series 04 Episode 10 – The Alien Parasite Hypothesis," You reject it because you don’t feel jealousy, or because you are suppressing jealousy?",Amy,"['reject', 'dont', 'feel', 'jealousy', 'suppressing', 'jealousy']","['reject', 'dont', 'feel', 'jealousi', 'suppress', 'jealousi']","[('reject', 'NOUN'), ('do', 'AUX'), ('nt', 'PART'), ('feel', 'VERB'), ('jealousy', 'NOUN'), ('suppressing', 'VERB'), ('jealousy', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis," That’s not your lunch, Sheldon, those are the cadaver brain specimens.",Amy,"['thats', 'lunch', 'sheldon', 'cadaver', 'brain', 'specimens']","['that', 'lunch', 'sheldon', 'cadav', 'brain', 'specimen']","[('that', 'PRON'), ('s', 'AUX'), ('lunch', 'NOUN'), ('sheldon', 'NOUN'), ('cadaver', 'NOUN'), ('brain', 'NOUN'), ('specimens', 'VERB')]","[('s lunch sheldon', 'PERSON')]"
Series 04 Episode 10 – The Alien Parasite Hypothesis,I’m sure it’ll wash off.,Amy,"['im', 'sure', 'itll', 'wash']","['im', 'sure', 'itll', 'wash']","[('i', 'PRON'), ('m', 'VERB'), ('sure', 'ADJ'), ('it', 'PRON'), ('ll', 'AUX'), ('wash', 'VERB')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,There’s Zack.,Amy,"['theres', 'zack']","['there', 'zack']","[('there', 'PRON'), ('s', 'VERB'), ('zack', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis," It’s not what I want to do, it’s what I have to do.",Amy,['want'],['want'],"[('want', 'VERB')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis," Thank you, Sheldon. You’re a good friend.",Amy,"['thank', 'sheldon', 'youre', 'good', 'friend']","['thank', 'sheldon', 'your', 'good', 'friend']","[('thank', 'VERB'), ('sheldon', 'NOUN'), ('you', 'PRON'), ('re', 'VERB'), ('good', 'ADJ'), ('friend', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis," Excuse me? Zack? I am Amy Farrah Fowler. We met the other night. I have spent my life in pursuit of pure knowledge. Until I met you, my decisions were founded in logic and reason. And yet here I stand before you, 130 pounds of raging estrogen, longing to grab hold of your gluteus maximus and make Shakespeare’s metaphorical beast with two backs.",Amy,"['excuse', 'zack', 'amy', 'farrah', 'fowler', 'met', 'night', 'spent', 'life', 'pursuit', 'pure', 'knowledge', 'met', 'decisions', 'founded', 'logic', 'reason', 'yet', 'stand', '130', 'pounds', 'raging', 'estrogen', 'longing', 'grab', 'hold', 'gluteus', 'maximus', 'make', 'shakespeares', 'metaphorical', 'beast', 'two', 'backs']","['excus', 'zack', 'ami', 'farrah', 'fowler', 'met', 'night', 'spent', 'life', 'pursuit', 'pure', 'knowledg', 'met', 'decis', 'found', 'logic', 'reason', 'yet', 'stand', '130', 'pound', 'rage', 'estrogen', 'long', 'grab', 'hold', 'gluteu', 'maximu', 'make', 'shakespear', 'metaphor', 'beast', 'two', 'back']","[('excuse', 'VERB'), ('zack', 'NOUN'), ('amy', 'ADP'), ('farrah', 'PROPN'), ('fowler', 'PROPN'), ('met', 'VERB'), ('night', 'NOUN'), ('spent', 'VERB'), ('life', 'NOUN'), ('pursuit', 'ADJ'), ('pure', 'ADJ'), ('knowledge', 'NOUN'), ('met', 'VERB'), ('decisions', 'NOUN'), ('founded', 'VERB'), ('logic', 'ADJ'), ('reason', 'NOUN'), ('yet', 'ADV'), ('stand', 'VERB'), ('130', 'NUM'), ('pounds', 'NOUN'), ('raging', 'VERB'), ('estrogen', 'PROPN'), ('longing', 'NOUN'), ('grab', 'NOUN'), ('hold', 'VERB'), ('gluteus', 'PROPN'), ('maximus', 'PROPN'), ('make', 'VERB'), ('shakespeares', 'NOUN'), ('metaphorical', 'ADJ'), ('beast', 'NOUN'), ('two', 'NUM'), ('backs', 'NOUN')]","[('night', 'TIME'), ('130 pounds', 'QUANTITY'), ('two', 'CARDINAL')]"
Series 04 Episode 10 – The Alien Parasite Hypothesis," On the other hand, as I look at the blank, ape-like expression on your face, I have decided to adopt the Vulcan practice of Kolinar. Good-bye, Zack.",Amy,"['hand', 'look', 'blank', 'apelike', 'expression', 'face', 'decided', 'adopt', 'vulcan', 'practice', 'kolinar', 'goodbye', 'zack']","['hand', 'look', 'blank', 'apelik', 'express', 'face', 'decid', 'adopt', 'vulcan', 'practic', 'kolinar', 'goodby', 'zack']","[('hand', 'NOUN'), ('look', 'VERB'), ('blank', 'ADJ'), ('apelike', 'NOUN'), ('expression', 'NOUN'), ('face', 'NOUN'), ('decided', 'VERB'), ('adopt', 'VERB'), ('vulcan', 'ADJ'), ('practice', 'NOUN'), ('kolinar', 'PROPN'), ('goodbye', 'NOUN'), ('zack', 'NOUN')]","[('vulcan', 'NORP'), ('kolinar goodbye', 'PERSON')]"
Series 04 Episode 10 – The Alien Parasite Hypothesis,As am I. (Holds Sheldon’s hand),Amy,"['holds', 'sheldons', 'hand']","['hold', 'sheldon', 'hand']","[('holds', 'VERB'), ('sheldons', 'NOUN'), ('hand', 'NOUN')]",[]
Series 04 Episode 10 – The Alien Parasite Hypothesis,An experiment. Nope. Nothing. Never mind.,Amy,"['experiment', 'nope', 'nothing', 'never', 'mind']","['experi', 'nope', 'noth', 'never', 'mind']","[('experiment', 'NOUN'), ('nope', 'INTJ'), ('nothing', 'PRON'), ('never', 'ADV'), ('mind', 'VERB')]",[]
Series 04 Episode 13 – The Love Car Displacement," Penny, a moment? Do you have plans this weekend?",Amy,"['penny', 'moment', 'plans', 'weekend']","['penni', 'moment', 'plan', 'weekend']","[('penny', 'NOUN'), ('moment', 'NOUN'), ('plans', 'VERB'), ('weekend', 'NOUN')]","[('weekend', 'DATE')]"
Series 04 Episode 13 – The Love Car Displacement,That’s too bad. I was hoping you could be my plus-one at the Institute of Interdisciplinary Studies’ symposium on the impact of current scientific research on societal interactions.,Amy,"['thats', 'bad', 'hoping', 'could', 'plusone', 'institute', 'interdisciplinary', 'studies', 'symposium', 'impact', 'current', 'scientific', 'research', 'societal', 'interactions']","['that', 'bad', 'hope', 'could', 'pluson', 'institut', 'interdisciplinari', 'studi', 'symposium', 'impact', 'current', 'scientif', 'research', 'societ', 'interact']","[('that', 'PRON'), ('s', 'VERB'), ('bad', 'ADJ'), ('hoping', 'NOUN'), ('could', 'AUX'), ('plusone', 'VERB'), ('institute', 'NOUN'), ('interdisciplinary', 'NOUN'), ('studies', 'NOUN'), ('symposium', 'NOUN'), ('impact', 'NOUN'), ('current', 'ADJ'), ('scientific', 'ADJ'), ('research', 'NOUN'), ('societal', 'ADJ'), ('interactions', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement," Shame. Since you’re my best friend, I thought it would be a good bonding opportunity.",Amy,"['shame', 'since', 'youre', 'best', 'friend', 'thought', 'would', 'good', 'bonding', 'opportunity']","['shame', 'sinc', 'your', 'best', 'friend', 'thought', 'would', 'good', 'bond', 'opportun']","[('shame', 'NOUN'), ('since', 'SCONJ'), ('you', 'PRON'), ('re', 'VERB'), ('best', 'ADJ'), ('friend', 'NOUN'), ('thought', 'VERB'), ('would', 'AUX'), ('good', 'ADJ'), ('bonding', 'NOUN'), ('opportunity', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement,Don’t you read my blog?,Amy,"['dont', 'read', 'blog']","['dont', 'read', 'blog']","[('do', 'AUX'), ('nt', 'PART'), ('read', 'VERB'), ('blog', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement,Do you know anybody else who would appreciate an all-expense-paid spa weekend at a four-star resort in Big Sur?,Amy,"['know', 'anybody', 'else', 'would', 'appreciate', 'allexpensepaid', 'spa', 'weekend', 'fourstar', 'resort', 'big', 'sur']","['know', 'anybodi', 'els', 'would', 'appreci', 'allexpensepaid', 'spa', 'weekend', 'fourstar', 'resort', 'big', 'sur']","[('know', 'VERB'), ('anybody', 'PRON'), ('else', 'ADV'), ('would', 'AUX'), ('appreciate', 'VERB'), ('allexpensepaid', 'VERB'), ('spa', 'NOUN'), ('weekend', 'NOUN'), ('fourstar', 'PROPN'), ('resort', 'PROPN'), ('big', 'PROPN'), ('sur', 'PROPN')]","[('weekend', 'DATE')]"
Series 04 Episode 13 – The Love Car Displacement,Please don’t touch my breasts.,Amy,"['please', 'dont', 'touch', 'breasts']","['pleas', 'dont', 'touch', 'breast']","[('please', 'INTJ'), ('do', 'AUX'), ('nt', 'PART'), ('touch', 'VERB'), ('breasts', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement,All right. I just want to establish boundaries.,Amy,"['right', 'want', 'establish', 'boundaries']","['right', 'want', 'establish', 'boundari']","[('right', 'ADV'), ('want', 'VERB'), ('establish', 'VERB'), ('boundaries', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement,That does seem to be a valid principle.,Amy,"['seem', 'valid', 'principle']","['seem', 'valid', 'principl']","[('seem', 'VERB'), ('valid', 'ADJ'), ('principle', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement,I don’t believe there’s any such thing.,Amy,"['dont', 'believe', 'theres', 'thing']","['dont', 'believ', 'there', 'thing']","[('do', 'AUX'), ('nt', 'PART'), ('believe', 'VERB'), ('there', 'PRON'), ('s', 'VERB'), ('thing', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement," Yes! He had you in the other car, but I got you upgraded.",Amy,"['yes', 'car', 'got', 'upgraded']","['ye', 'car', 'got', 'upgrad']","[('yes', 'INTJ'), ('car', 'NOUN'), ('got', 'AUX'), ('upgraded', 'VERB')]",[]
Series 04 Episode 13 – The Love Car Displacement," No, we discussed it. We decided we didn’t want to jeopardize our relationship by getting to know each other too well.",Amy,"['discussed', 'decided', 'didnt', 'want', 'jeopardize', 'relationship', 'getting', 'know', 'well']","['discuss', 'decid', 'didnt', 'want', 'jeopard', 'relationship', 'get', 'know', 'well']","[('discussed', 'VERB'), ('decided', 'VERB'), ('did', 'AUX'), ('nt', 'PART'), ('want', 'VERB'), ('jeopardize', 'PROPN'), ('relationship', 'NOUN'), ('getting', 'VERB'), ('know', 'VERB'), ('well', 'ADV')]",[]
Series 04 Episode 13 – The Love Car Displacement," Don’t worry, Penny. You’re my plus-one. You’ll bunk with me. And FYI, travel makes me constipated, so I’m the ideal hotel roommate.",Amy,"['dont', 'worry', 'penny', 'youre', 'plusone', 'youll', 'bunk', 'fyi', 'travel', 'makes', 'constipated', 'im', 'ideal', 'hotel', 'roommate']","['dont', 'worri', 'penni', 'your', 'pluson', 'youll', 'bunk', 'fyi', 'travel', 'make', 'constip', 'im', 'ideal', 'hotel', 'roommat']","[('do', 'AUX'), ('nt', 'PART'), ('worry', 'VERB'), ('penny', 'NOUN'), ('you', 'PRON'), ('re', 'VERB'), ('plusone', 'ADJ'), ('you', 'PRON'), ('ll', 'AUX'), ('bunk', 'VERB'), ('fyi', 'ADJ'), ('travel', 'NOUN'), ('makes', 'VERB'), ('constipated', 'VERB'), ('i', 'PRON'), ('m', 'VERB'), ('ideal', 'ADJ'), ('hotel', 'NOUN'), ('roommate', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement,Are you usually radioactive when found in nature?,Amy,"['usually', 'radioactive', 'found', 'nature']","['usual', 'radioact', 'found', 'natur']","[('usually', 'ADV'), ('radioactive', 'ADJ'), ('found', 'VERB'), ('nature', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement,Are you in the lanthanoid series?,Amy,"['lanthanoid', 'series']","['lanthanoid', 'seri']","[('lanthanoid', 'PROPN'), ('series', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement,I missed you.,Amy,['missed'],['miss'],"[('missed', 'VERB')]",[]
Series 04 Episode 13 – The Love Car Displacement," So, girl talk?",Amy,"['girl', 'talk']","['girl', 'talk']","[('girl', 'NOUN'), ('talk', 'VERB')]",[]
Series 04 Episode 13 – The Love Car Displacement,Do you subscribe to the Freudian theory of penis envy?,Amy,"['subscribe', 'freudian', 'theory', 'penis', 'envy']","['subscrib', 'freudian', 'theori', 'peni', 'envi']","[('subscribe', 'VERB'), ('freudian', 'ADJ'), ('theory', 'NOUN'), ('penis', 'NOUN'), ('envy', 'NOUN')]","[('freudian', 'NORP')]"
Series 04 Episode 13 – The Love Car Displacement,Sometimes I think it might be nice to have one.,Amy,"['sometimes', 'think', 'might', 'nice', 'one']","['sometim', 'think', 'might', 'nice', 'one']","[('sometimes', 'ADV'), ('think', 'VERB'), ('might', 'AUX'), ('nice', 'VERB'), ('one', 'NUM')]",[]
Series 04 Episode 13 – The Love Car Displacement," Not for sex, for convenience. You can’t deny that, by comparison, our internal plumbing is extremely high maintenance.",Amy,"['sex', 'convenience', 'cant', 'deny', 'comparison', 'internal', 'plumbing', 'extremely', 'high', 'maintenance']","['sex', 'conveni', 'cant', 'deni', 'comparison', 'intern', 'plumb', 'extrem', 'high', 'mainten']","[('sex', 'NOUN'), ('convenience', 'NOUN'), ('ca', 'AUX'), ('nt', 'PART'), ('deny', 'VERB'), ('comparison', 'NOUN'), ('internal', 'ADJ'), ('plumbing', 'NOUN'), ('extremely', 'ADV'), ('high', 'ADJ'), ('maintenance', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement,We have time now. Think about it.,Amy,"['time', 'think']","['time', 'think']","[('time', 'NOUN'), ('think', 'VERB')]",[]
Series 04 Episode 13 – The Love Car Displacement,Not necessary. Penny and I are perfectly comfortable sharing a bed.,Amy,"['necessary', 'penny', 'perfectly', 'comfortable', 'sharing', 'bed']","['necessari', 'penni', 'perfectli', 'comfort', 'share', 'bed']","[('necessary', 'ADJ'), ('penny', 'NOUN'), ('perfectly', 'ADV'), ('comfortable', 'ADJ'), ('sharing', 'NOUN'), ('bed', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement," Of course, we’re best friends.",Amy,"['course', 'best', 'friends']","['cours', 'best', 'friend']","[('course', 'ADV'), ('best', 'ADJ'), ('friends', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement," Word of warning, though. I’m prone to night terrors, so if I wake up kicking and screaming, don’t panic. Just pin me down and stroke my hair, and I’ll be fine.",Amy,"['word', 'warning', 'though', 'im', 'prone', 'night', 'terrors', 'wake', 'kicking', 'screaming', 'dont', 'panic', 'pin', 'stroke', 'hair', 'ill', 'fine']","['word', 'warn', 'though', 'im', 'prone', 'night', 'terror', 'wake', 'kick', 'scream', 'dont', 'panic', 'pin', 'stroke', 'hair', 'ill', 'fine']","[('word', 'NOUN'), ('warning', 'VERB'), ('though', 'SCONJ'), ('i', 'PRON'), ('m', 'VERB'), ('prone', 'ADJ'), ('night', 'NOUN'), ('terrors', 'NOUN'), ('wake', 'VERB'), ('kicking', 'NOUN'), ('screaming', 'NOUN'), ('do', 'AUX'), ('nt', 'PART'), ('panic', 'VERB'), ('pin', 'NOUN'), ('stroke', 'NOUN'), ('hair', 'PROPN'), ('ill', 'ADJ'), ('fine', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement,Are we talking about women wanting penises? Because I’d like to weigh in.,Amy,"['talking', 'women', 'wanting', 'penises', 'id', 'like', 'weigh']","['talk', 'women', 'want', 'penis', 'id', 'like', 'weigh']","[('talking', 'VERB'), ('women', 'NOUN'), ('wanting', 'VERB'), ('penises', 'NOUN'), ('i', 'PRON'), ('d', 'VERB'), ('like', 'ADP'), ('weigh', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement," Hi, bestie.",Amy,"['hi', 'bestie']","['hi', 'besti']","[('hi', 'INTJ'), ('bestie', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement," Leonard, can I ask you a question?",Amy,"['leonard', 'ask', 'question']","['leonard', 'ask', 'question']","[('leonard', 'PROPN'), ('ask', 'VERB'), ('question', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement,Are you bothered by the fact that your former girlfriend left the symposium with what is probably the most beautiful man I’ve ever seen in my life?,Amy,"['bothered', 'fact', 'former', 'girlfriend', 'left', 'symposium', 'probably', 'beautiful', 'man', 'ive', 'ever', 'seen', 'life']","['bother', 'fact', 'former', 'girlfriend', 'left', 'symposium', 'probabl', 'beauti', 'man', 'ive', 'ever', 'seen', 'life']","[('bothered', 'VERB'), ('fact', 'NOUN'), ('former', 'ADJ'), ('girlfriend', 'NOUN'), ('left', 'VERB'), ('symposium', 'NOUN'), ('probably', 'ADV'), ('beautiful', 'ADJ'), ('man', 'NOUN'), ('i', 'PRON'), ('ve', 'AUX'), ('ever', 'ADV'), ('seen', 'VERB'), ('life', 'NOUN')]",[]
Series 04 Episode 13 – The Love Car Displacement,Because we’re going 120 miles per hour.,Amy,"['going', '120', 'miles', 'per', 'hour']","['go', '120', 'mile', 'per', 'hour']","[('going', 'VERB'), ('120', 'NUM'), ('miles', 'NOUN'), ('per', 'ADP'), ('hour', 'NOUN')]","[('120 miles', 'QUANTITY')]"
Series 04 Episode 14 – The Thespian Catalyst,Not even when I do this? (Pretends to be a fish),Amy,"['even', 'pretends', 'fish']","['even', 'pretend', 'fish']","[('even', 'ADV'), ('pretends', 'VERB'), ('fish', 'NOUN')]",[]
Series 04 Episode 14 – The Thespian Catalyst," Well, that was the last arrow in my quiver of whimsy.",Amy,"['well', 'last', 'arrow', 'quiver', 'whimsy']","['well', 'last', 'arrow', 'quiver', 'whimsi']","[('well', 'INTJ'), ('last', 'ADJ'), ('arrow', 'NOUN'), ('quiver', 'NOUN'), ('whimsy', 'NOUN')]",[]
Series 04 Episode 14 – The Thespian Catalyst," If this humiliating experience is really troubling you, there are things we could do about it.",Amy,"['humiliating', 'experience', 'really', 'troubling', 'things', 'could']","['humili', 'experi', 'realli', 'troubl', 'thing', 'could']","[('humiliating', 'ADJ'), ('experience', 'NOUN'), ('really', 'ADV'), ('troubling', 'VERB'), ('things', 'NOUN'), ('could', 'AUX')]",[]
Series 04 Episode 14 – The Thespian Catalyst," Well, the first thing that comes to mind is isolating the part of your brain where the memory is stored and destroying it with a laser.",Amy,"['well', 'first', 'thing', 'comes', 'mind', 'isolating', 'part', 'brain', 'memory', 'stored', 'destroying', 'laser']","['well', 'first', 'thing', 'come', 'mind', 'isol', 'part', 'brain', 'memori', 'store', 'destroy', 'laser']","[('well', 'INTJ'), ('first', 'ADJ'), ('thing', 'NOUN'), ('comes', 'VERB'), ('mind', 'NOUN'), ('isolating', 'VERB'), ('part', 'NOUN'), ('brain', 'NOUN'), ('memory', 'NOUN'), ('stored', 'VERB'), ('destroying', 'VERB'), ('laser', 'NOUN')]","[('first', 'ORDINAL')]"
Series 04 Episode 14 – The Thespian Catalyst," All right. Have you considered improving your socialization skills, thus allowing you to communicate more effectively with other people?",Amy,"['right', 'considered', 'improving', 'socialization', 'skills', 'thus', 'allowing', 'communicate', 'effectively', 'people']","['right', 'consid', 'improv', 'social', 'skill', 'thu', 'allow', 'commun', 'effect', 'peopl']","[('right', 'ADV'), ('considered', 'VERB'), ('improving', 'VERB'), ('socialization', 'NOUN'), ('skills', 'NOUN'), ('thus', 'ADV'), ('allowing', 'VERB'), ('communicate', 'VERB'), ('effectively', 'ADV'), ('people', 'NOUN')]",[]
