episode_name,dialogue,person_scene,stemmed_words,pos_tags,entities,filtered_words
Series 04 Episode 10 – The Alien Parasite Hypothesis," On the other hand, as I look at the blank, ape-like expression on your face, I have decided to adopt the Vulcan practice of Kolinar. Good-bye, Zack.",Amy,"['hand', 'look', 'blank', 'apelik', 'express', 'face', 'decid', 'adopt', 'vulcan', 'practic', 'kolinar', 'goodby', 'zack']","[('hand', 'NOUN'), ('look', 'VERB'), ('blank', 'ADJ'), ('apelike', 'NOUN'), ('expression', 'NOUN'), ('face', 'NOUN'), ('decided', 'VERB'), ('adopt', 'VERB'), ('vulcan', 'ADJ'), ('practice', 'NOUN'), ('kolinar', 'PROPN'), ('goodbye', 'NOUN'), ('zack', 'NOUN')]","[('vulcan', 'NORP'), ('kolinar goodbye', 'PERSON')]","['hand', 'look', 'blank', 'apelike', 'expression', 'face', 'decided', 'adopt', 'vulcan', 'practice', 'kolinar', 'goodbye', 'zack']"
Series 04 Episode 10 – The Alien Parasite Hypothesis,As am I. (Holds Sheldon’s hand),Amy,"['hold', 'sheldon', 'hand']","[('holds', 'VERB'), ('sheldons', 'NOUN'), ('hand', 'NOUN')]",[],"['holds', 'sheldons', 'hand']"
Series 04 Episode 10 – The Alien Parasite Hypothesis,An experiment. Nope. Nothing. Never mind.,Amy,"['experi', 'nope', 'noth', 'never', 'mind']","[('experiment', 'NOUN'), ('nope', 'INTJ'), ('nothing', 'PRON'), ('never', 'ADV'), ('mind', 'VERB')]",[],"['experiment', 'nope', 'nothing', 'never', 'mind']"
Series 04 Episode 13 – The Love Car Displacement," Penny, a moment? Do you have plans this weekend?",Amy,"['penni', 'moment', 'plan', 'weekend']","[('penny', 'NOUN'), ('moment', 'NOUN'), ('plans', 'VERB'), ('weekend', 'NOUN')]","[('weekend', 'DATE')]","['penny', 'moment', 'plans', 'weekend']"
Series 04 Episode 13 – The Love Car Displacement,That’s too bad. I was hoping you could be my plus-one at the Institute of Interdisciplinary Studies’ symposium on the impact of current scientific research on societal interactions.,Amy,"['that', 'bad', 'hope', 'could', 'pluson', 'institut', 'interdisciplinari', 'studi', 'symposium', 'impact', 'current', 'scientif', 'research', 'societ', 'interact']","[('that', 'PRON'), ('s', 'VERB'), ('bad', 'ADJ'), ('hoping', 'NOUN'), ('could', 'AUX'), ('plusone', 'VERB'), ('institute', 'NOUN'), ('interdisciplinary', 'NOUN'), ('studies', 'NOUN'), ('symposium', 'NOUN'), ('impact', 'NOUN'), ('current', 'ADJ'), ('scientific', 'ADJ'), ('research', 'NOUN'), ('societal', 'ADJ'), ('interactions', 'NOUN')]",[],"['thats', 'bad', 'hoping', 'could', 'plusone', 'institute', 'interdisciplinary', 'studies', 'symposium', 'impact', 'current', 'scientific', 'research', 'societal', 'interactions']"
Series 04 Episode 13 – The Love Car Displacement," Shame. Since you’re my best friend, I thought it would be a good bonding opportunity.",Amy,"['shame', 'sinc', 'your', 'best', 'friend', 'thought', 'would', 'good', 'bond', 'opportun']","[('shame', 'NOUN'), ('since', 'SCONJ'), ('you', 'PRON'), ('re', 'VERB'), ('best', 'ADJ'), ('friend', 'NOUN'), ('thought', 'VERB'), ('would', 'AUX'), ('good', 'ADJ'), ('bonding', 'NOUN'), ('opportunity', 'NOUN')]",[],"['shame', 'since', 'youre', 'best', 'friend', 'thought', 'would', 'good', 'bonding', 'opportunity']"
Series 04 Episode 13 – The Love Car Displacement,Don’t you read my blog?,Amy,"['dont', 'read', 'blog']","[('do', 'AUX'), ('nt', 'PART'), ('read', 'VERB'), ('blog', 'NOUN')]",[],"['dont', 'read', 'blog']"
Series 04 Episode 13 – The Love Car Displacement,Do you know anybody else who would appreciate an all-expense-paid spa weekend at a four-star resort in Big Sur?,Amy,"['know', 'anybodi', 'els', 'would', 'appreci', 'allexpensepaid', 'spa', 'weekend', 'fourstar', 'resort', 'big', 'sur']","[('know', 'VERB'), ('anybody', 'PRON'), ('else', 'ADV'), ('would', 'AUX'), ('appreciate', 'VERB'), ('allexpensepaid', 'VERB'), ('spa', 'NOUN'), ('weekend', 'NOUN'), ('fourstar', 'PROPN'), ('resort', 'PROPN'), ('big', 'PROPN'), ('sur', 'PROPN')]","[('weekend', 'DATE')]","['know', 'anybody', 'else', 'would', 'appreciate', 'allexpensepaid', 'spa', 'weekend', 'fourstar', 'resort', 'big', 'sur']"
Series 04 Episode 13 – The Love Car Displacement,Please don’t touch my breasts.,Amy,"['pleas', 'dont', 'touch', 'breast']","[('please', 'INTJ'), ('do', 'AUX'), ('nt', 'PART'), ('touch', 'VERB'), ('breasts', 'NOUN')]",[],"['please', 'dont', 'touch', 'breasts']"
Series 04 Episode 13 – The Love Car Displacement,All right. I just want to establish boundaries.,Amy,"['right', 'want', 'establish', 'boundari']","[('right', 'ADV'), ('want', 'VERB'), ('establish', 'VERB'), ('boundaries', 'NOUN')]",[],"['right', 'want', 'establish', 'boundaries']"
Series 04 Episode 13 – The Love Car Displacement,That does seem to be a valid principle.,Amy,"['seem', 'valid', 'principl']","[('seem', 'VERB'), ('valid', 'ADJ'), ('principle', 'NOUN')]",[],"['seem', 'valid', 'principle']"
Series 04 Episode 13 – The Love Car Displacement,I don’t believe there’s any such thing.,Amy,"['dont', 'believ', 'there', 'thing']","[('do', 'AUX'), ('nt', 'PART'), ('believe', 'VERB'), ('there', 'PRON'), ('s', 'VERB'), ('thing', 'NOUN')]",[],"['dont', 'believe', 'theres', 'thing']"
Series 04 Episode 13 – The Love Car Displacement," Yes! He had you in the other car, but I got you upgraded.",Amy,"['ye', 'car', 'got', 'upgrad']","[('yes', 'INTJ'), ('car', 'NOUN'), ('got', 'AUX'), ('upgraded', 'VERB')]",[],"['yes', 'car', 'got', 'upgraded']"
Series 04 Episode 13 – The Love Car Displacement," No, we discussed it. We decided we didn’t want to jeopardize our relationship by getting to know each other too well.",Amy,"['discuss', 'decid', 'didnt', 'want', 'jeopard', 'relationship', 'get', 'know', 'well']","[('discussed', 'VERB'), ('decided', 'VERB'), ('did', 'AUX'), ('nt', 'PART'), ('want', 'VERB'), ('jeopardize', 'PROPN'), ('relationship', 'NOUN'), ('getting', 'VERB'), ('know', 'VERB'), ('well', 'ADV')]",[],"['discussed', 'decided', 'didnt', 'want', 'jeopardize', 'relationship', 'getting', 'know', 'well']"
Series 04 Episode 13 – The Love Car Displacement," Don’t worry, Penny. You’re my plus-one. You’ll bunk with me. And FYI, travel makes me constipated, so I’m the ideal hotel roommate.",Amy,"['dont', 'worri', 'penni', 'your', 'pluson', 'youll', 'bunk', 'fyi', 'travel', 'make', 'constip', 'im', 'ideal', 'hotel', 'roommat']","[('do', 'AUX'), ('nt', 'PART'), ('worry', 'VERB'), ('penny', 'NOUN'), ('you', 'PRON'), ('re', 'VERB'), ('plusone', 'ADJ'), ('you', 'PRON'), ('ll', 'AUX'), ('bunk', 'VERB'), ('fyi', 'ADJ'), ('travel', 'NOUN'), ('makes', 'VERB'), ('constipated', 'VERB'), ('i', 'PRON'), ('m', 'VERB'), ('ideal', 'ADJ'), ('hotel', 'NOUN'), ('roommate', 'NOUN')]",[],"['dont', 'worry', 'penny', 'youre', 'plusone', 'youll', 'bunk', 'fyi', 'travel', 'makes', 'constipated', 'im', 'ideal', 'hotel', 'roommate']"
Series 04 Episode 13 – The Love Car Displacement,Are you usually radioactive when found in nature?,Amy,"['usual', 'radioact', 'found', 'natur']","[('usually', 'ADV'), ('radioactive', 'ADJ'), ('found', 'VERB'), ('nature', 'NOUN')]",[],"['usually', 'radioactive', 'found', 'nature']"
Series 04 Episode 13 – The Love Car Displacement,Are you in the lanthanoid series?,Amy,"['lanthanoid', 'seri']","[('lanthanoid', 'PROPN'), ('series', 'NOUN')]",[],"['lanthanoid', 'series']"
Series 04 Episode 13 – The Love Car Displacement,I missed you.,Amy,['miss'],"[('missed', 'VERB')]",[],['missed']
Series 04 Episode 13 – The Love Car Displacement," So, girl talk?",Amy,"['girl', 'talk']","[('girl', 'NOUN'), ('talk', 'VERB')]",[],"['girl', 'talk']"
Series 04 Episode 13 – The Love Car Displacement,Do you subscribe to the Freudian theory of penis envy?,Amy,"['subscrib', 'freudian', 'theori', 'peni', 'envi']","[('subscribe', 'VERB'), ('freudian', 'ADJ'), ('theory', 'NOUN'), ('penis', 'NOUN'), ('envy', 'NOUN')]","[('freudian', 'NORP')]","['subscribe', 'freudian', 'theory', 'penis', 'envy']"
Series 04 Episode 13 – The Love Car Displacement,Sometimes I think it might be nice to have one.,Amy,"['sometim', 'think', 'might', 'nice', 'one']","[('sometimes', 'ADV'), ('think', 'VERB'), ('might', 'AUX'), ('nice', 'VERB'), ('one', 'NUM')]",[],"['sometimes', 'think', 'might', 'nice', 'one']"
Series 04 Episode 13 – The Love Car Displacement," Not for sex, for convenience. You can’t deny that, by comparison, our internal plumbing is extremely high maintenance.",Amy,"['sex', 'conveni', 'cant', 'deni', 'comparison', 'intern', 'plumb', 'extrem', 'high', 'mainten']","[('sex', 'NOUN'), ('convenience', 'NOUN'), ('ca', 'AUX'), ('nt', 'PART'), ('deny', 'VERB'), ('comparison', 'NOUN'), ('internal', 'ADJ'), ('plumbing', 'NOUN'), ('extremely', 'ADV'), ('high', 'ADJ'), ('maintenance', 'NOUN')]",[],"['sex', 'convenience', 'cant', 'deny', 'comparison', 'internal', 'plumbing', 'extremely', 'high', 'maintenance']"
Series 04 Episode 13 – The Love Car Displacement,We have time now. Think about it.,Amy,"['time', 'think']","[('time', 'NOUN'), ('think', 'VERB')]",[],"['time', 'think']"
Series 04 Episode 13 – The Love Car Displacement,Not necessary. Penny and I are perfectly comfortable sharing a bed.,Amy,"['necessari', 'penni', 'perfectli', 'comfort', 'share', 'bed']","[('necessary', 'ADJ'), ('penny', 'NOUN'), ('perfectly', 'ADV'), ('comfortable', 'ADJ'), ('sharing', 'NOUN'), ('bed', 'NOUN')]",[],"['necessary', 'penny', 'perfectly', 'comfortable', 'sharing', 'bed']"
Series 04 Episode 13 – The Love Car Displacement," Of course, we’re best friends.",Amy,"['cours', 'best', 'friend']","[('course', 'ADV'), ('best', 'ADJ'), ('friends', 'NOUN')]",[],"['course', 'best', 'friends']"
Series 04 Episode 13 – The Love Car Displacement," Word of warning, though. I’m prone to night terrors, so if I wake up kicking and screaming, don’t panic. Just pin me down and stroke my hair, and I’ll be fine.",Amy,"['word', 'warn', 'though', 'im', 'prone', 'night', 'terror', 'wake', 'kick', 'scream', 'dont', 'panic', 'pin', 'stroke', 'hair', 'ill', 'fine']","[('word', 'NOUN'), ('warning', 'VERB'), ('though', 'SCONJ'), ('i', 'PRON'), ('m', 'VERB'), ('prone', 'ADJ'), ('night', 'NOUN'), ('terrors', 'NOUN'), ('wake', 'VERB'), ('kicking', 'NOUN'), ('screaming', 'NOUN'), ('do', 'AUX'), ('nt', 'PART'), ('panic', 'VERB'), ('pin', 'NOUN'), ('stroke', 'NOUN'), ('hair', 'PROPN'), ('ill', 'ADJ'), ('fine', 'NOUN')]",[],"['word', 'warning', 'though', 'im', 'prone', 'night', 'terrors', 'wake', 'kicking', 'screaming', 'dont', 'panic', 'pin', 'stroke', 'hair', 'ill', 'fine']"
Series 04 Episode 13 – The Love Car Displacement,Are we talking about women wanting penises? Because I’d like to weigh in.,Amy,"['talk', 'women', 'want', 'penis', 'id', 'like', 'weigh']","[('talking', 'VERB'), ('women', 'NOUN'), ('wanting', 'VERB'), ('penises', 'NOUN'), ('i', 'PRON'), ('d', 'VERB'), ('like', 'ADP'), ('weigh', 'NOUN')]",[],"['talking', 'women', 'wanting', 'penises', 'id', 'like', 'weigh']"
Series 04 Episode 13 – The Love Car Displacement," Hi, bestie.",Amy,"['hi', 'besti']","[('hi', 'INTJ'), ('bestie', 'NOUN')]",[],"['hi', 'bestie']"
Series 04 Episode 13 – The Love Car Displacement," Leonard, can I ask you a question?",Amy,"['leonard', 'ask', 'question']","[('leonard', 'PROPN'), ('ask', 'VERB'), ('question', 'NOUN')]",[],"['leonard', 'ask', 'question']"
Series 04 Episode 13 – The Love Car Displacement,Are you bothered by the fact that your former girlfriend left the symposium with what is probably the most beautiful man I’ve ever seen in my life?,Amy,"['bother', 'fact', 'former', 'girlfriend', 'left', 'symposium', 'probabl', 'beauti', 'man', 'ive', 'ever', 'seen', 'life']","[('bothered', 'VERB'), ('fact', 'NOUN'), ('former', 'ADJ'), ('girlfriend', 'NOUN'), ('left', 'VERB'), ('symposium', 'NOUN'), ('probably', 'ADV'), ('beautiful', 'ADJ'), ('man', 'NOUN'), ('i', 'PRON'), ('ve', 'AUX'), ('ever', 'ADV'), ('seen', 'VERB'), ('life', 'NOUN')]",[],"['bothered', 'fact', 'former', 'girlfriend', 'left', 'symposium', 'probably', 'beautiful', 'man', 'ive', 'ever', 'seen', 'life']"
Series 04 Episode 13 – The Love Car Displacement,Because we’re going 120 miles per hour.,Amy,"['go', '120', 'mile', 'per', 'hour']","[('going', 'VERB'), ('120', 'NUM'), ('miles', 'NOUN'), ('per', 'ADP'), ('hour', 'NOUN')]","[('120 miles', 'QUANTITY')]","['going', '120', 'miles', 'per', 'hour']"
Series 04 Episode 14 – The Thespian Catalyst,Not even when I do this? (Pretends to be a fish),Amy,"['even', 'pretend', 'fish']","[('even', 'ADV'), ('pretends', 'VERB'), ('fish', 'NOUN')]",[],"['even', 'pretends', 'fish']"
Series 04 Episode 14 – The Thespian Catalyst," Well, that was the last arrow in my quiver of whimsy.",Amy,"['well', 'last', 'arrow', 'quiver', 'whimsi']","[('well', 'INTJ'), ('last', 'ADJ'), ('arrow', 'NOUN'), ('quiver', 'NOUN'), ('whimsy', 'NOUN')]",[],"['well', 'last', 'arrow', 'quiver', 'whimsy']"
Series 04 Episode 14 – The Thespian Catalyst," If this humiliating experience is really troubling you, there are things we could do about it.",Amy,"['humili', 'experi', 'realli', 'troubl', 'thing', 'could']","[('humiliating', 'ADJ'), ('experience', 'NOUN'), ('really', 'ADV'), ('troubling', 'VERB'), ('things', 'NOUN'), ('could', 'AUX')]",[],"['humiliating', 'experience', 'really', 'troubling', 'things', 'could']"
Series 04 Episode 14 – The Thespian Catalyst," Well, the first thing that comes to mind is isolating the part of your brain where the memory is stored and destroying it with a laser.",Amy,"['well', 'first', 'thing', 'come', 'mind', 'isol', 'part', 'brain', 'memori', 'store', 'destroy', 'laser']","[('well', 'INTJ'), ('first', 'ADJ'), ('thing', 'NOUN'), ('comes', 'VERB'), ('mind', 'NOUN'), ('isolating', 'VERB'), ('part', 'NOUN'), ('brain', 'NOUN'), ('memory', 'NOUN'), ('stored', 'VERB'), ('destroying', 'VERB'), ('laser', 'NOUN')]","[('first', 'ORDINAL')]","['well', 'first', 'thing', 'comes', 'mind', 'isolating', 'part', 'brain', 'memory', 'stored', 'destroying', 'laser']"
Series 04 Episode 14 – The Thespian Catalyst," All right. Have you considered improving your socialization skills, thus allowing you to communicate more effectively with other people?",Amy,"['right', 'consid', 'improv', 'social', 'skill', 'thu', 'allow', 'commun', 'effect', 'peopl']","[('right', 'ADV'), ('considered', 'VERB'), ('improving', 'VERB'), ('socialization', 'NOUN'), ('skills', 'NOUN'), ('thus', 'ADV'), ('allowing', 'VERB'), ('communicate', 'VERB'), ('effectively', 'ADV'), ('people', 'NOUN')]",[],"['right', 'considered', 'improving', 'socialization', 'skills', 'thus', 'allowing', 'communicate', 'effectively', 'people']"
Series 04 Episode 14 – The Thespian Catalyst," Fair enough, but in its essence, teaching is a performance art. In the classroom paradigm, the teacher has the responsibility to communicate, as well as entertain and engage.",Amy,"['fair', 'enough', 'essenc', 'teach', 'perform', 'art', 'classroom', 'paradigm', 'teacher', 'respons', 'commun', 'well', 'entertain', 'engag']","[('fair', 'ADJ'), ('enough', 'ADJ'), ('essence', 'NOUN'), ('teaching', 'NOUN'), ('performance', 'NOUN'), ('art', 'NOUN'), ('classroom', 'NOUN'), ('paradigm', 'NOUN'), ('teacher', 'NOUN'), ('responsibility', 'NOUN'), ('communicate', 'VERB'), ('well', 'ADV'), ('entertain', 'PROPN'), ('engage', 'NOUN')]",[],"['fair', 'enough', 'essence', 'teaching', 'performance', 'art', 'classroom', 'paradigm', 'teacher', 'responsibility', 'communicate', 'well', 'entertain', 'engage']"
Series 04 Episode 14 – The Thespian Catalyst,Perhaps you should consider taking acting lessons.,Amy,"['perhap', 'consid', 'take', 'act', 'lesson']","[('perhaps', 'ADV'), ('consider', 'VERB'), ('taking', 'VERB'), ('acting', 'VERB'), ('lessons', 'NOUN')]",[],"['perhaps', 'consider', 'taking', 'acting', 'lessons']"
Series 04 Episode 15 – The Benefactor Factor," Sheldon, like it or not, until you manage to upload your intelligence into a self-sustaining orbiting satellite, equipped with high-speed Internet and a cloaking device, you will be dependent on other members of the human race.",Amy,"['sheldon', 'like', 'manag', 'upload', 'intellig', 'selfsustain', 'orbit', 'satellit', 'equip', 'highspe', 'internet', 'cloak', 'devic', 'depend', 'member', 'human', 'race']","[('sheldon', 'NOUN'), ('like', 'AUX'), ('manage', 'VERB'), ('upload', 'NOUN'), ('intelligence', 'NOUN'), ('selfsustaining', 'VERB'), ('orbiting', 'VERB'), ('satellite', 'NOUN'), ('equipped', 'VERB'), ('highspeed', 'NOUN'), ('internet', 'NOUN'), ('cloaking', 'VERB'), ('device', 'NOUN'), ('dependent', 'ADJ'), ('members', 'NOUN'), ('human', 'ADJ'), ('race', 'NOUN')]","[('sheldon', 'PERSON')]","['sheldon', 'like', 'manage', 'upload', 'intelligence', 'selfsustaining', 'orbiting', 'satellite', 'equipped', 'highspeed', 'internet', 'cloaking', 'device', 'dependent', 'members', 'human', 'race']"
Series 04 Episode 15 – The Benefactor Factor," I’m not finished. All scientists have to fund-raise, Sheldon. How do you think I paid for my lab?",Amy,"['im', 'finish', 'scientist', 'fundrais', 'sheldon', 'think', 'paid', 'lab']","[('i', 'PRON'), ('m', 'AUX'), ('finished', 'VERB'), ('scientists', 'NOUN'), ('fundraise', 'NOUN'), ('sheldon', 'PROPN'), ('think', 'VERB'), ('paid', 'VERB'), ('lab', 'NOUN')]",[],"['im', 'finished', 'scientists', 'fundraise', 'sheldon', 'think', 'paid', 'lab']"
Series 04 Episode 15 – The Benefactor Factor," Technically, Faisal is my fiance. But I do have a state-of-the-art two-photon microscope and a place to stay in Riyadh for the winter.",Amy,"['technic', 'faisal', 'fianc', 'stateoftheart', 'twophoton', 'microscop', 'place', 'stay', 'riyadh', 'winter']","[('technically', 'ADV'), ('faisal', 'ADJ'), ('fiance', 'NOUN'), ('stateoftheart', 'ADJ'), ('twophoton', 'PROPN'), ('microscope', 'NOUN'), ('place', 'NOUN'), ('stay', 'VERB'), ('riyadh', 'PROPN'), ('winter', 'NOUN')]","[('twophoton', 'GPE')]","['technically', 'faisal', 'fiance', 'stateoftheart', 'twophoton', 'microscope', 'place', 'stay', 'riyadh', 'winter']"
Series 04 Episode 15 – The Benefactor Factor," And consider this, without you to make the case for the physics department, the task will fall to people like Leonard and Rajesh.",Amy,"['consid', 'without', 'make', 'case', 'physic', 'depart', 'task', 'fall', 'peopl', 'like', 'leonard', 'rajesh']","[('consider', 'VERB'), ('without', 'ADP'), ('make', 'VERB'), ('case', 'NOUN'), ('physics', 'NOUN'), ('department', 'NOUN'), ('task', 'NOUN'), ('fall', 'VERB'), ('people', 'NOUN'), ('like', 'ADP'), ('leonard', 'NOUN'), ('rajesh', 'VERB')]",[],"['consider', 'without', 'make', 'case', 'physics', 'department', 'task', 'fall', 'people', 'like', 'leonard', 'rajesh']"
Series 04 Episode 15 – The Benefactor Factor," Well, then prepare to be terrified. If your friends are unconvincing, this year’s donations might go to, say, the geology department.",Amy,"['well', 'prepar', 'terrifi', 'friend', 'unconvinc', 'year', 'donat', 'might', 'go', 'say', 'geolog', 'depart']","[('well', 'INTJ'), ('prepare', 'VERB'), ('terrified', 'ADJ'), ('friends', 'NOUN'), ('unconvincing', 'ADJ'), ('years', 'NOUN'), ('donations', 'NOUN'), ('might', 'AUX'), ('go', 'VERB'), ('say', 'VERB'), ('geology', 'NOUN'), ('department', 'NOUN')]","[('years', 'DATE')]","['well', 'prepare', 'terrified', 'friends', 'unconvincing', 'years', 'donations', 'might', 'go', 'say', 'geology', 'department']"
Series 04 Episode 15 – The Benefactor Factor," Or worse, it could go to the liberal arts.",Amy,"['wors', 'could', 'go', 'liber', 'art']","[('worse', 'ADV'), ('could', 'AUX'), ('go', 'VERB'), ('liberal', 'ADJ'), ('arts', 'NOUN')]",[],"['worse', 'could', 'go', 'liberal', 'arts']"
Series 04 Episode 15 – The Benefactor Factor," Millions of dollars being showered on poets, literary theorists and students of gender studies.",Amy,"['million', 'dollar', 'shower', 'poet', 'literari', 'theorist', 'student', 'gender', 'studi']","[('millions', 'NOUN'), ('dollars', 'NOUN'), ('showered', 'VERB'), ('poets', 'NOUN'), ('literary', 'ADJ'), ('theorists', 'NOUN'), ('students', 'NOUN'), ('gender', 'NOUN'), ('studies', 'NOUN')]","[('millions dollars', 'MONEY')]","['millions', 'dollars', 'showered', 'poets', 'literary', 'theorists', 'students', 'gender', 'studies']"
Series 04 Episode 16 – The Cohabitation Formulation,I came as quickly as I could.,Amy,"['came', 'quickli', 'could']","[('came', 'VERB'), ('quickly', 'ADV'), ('could', 'AUX')]",[],"['came', 'quickly', 'could']"
Series 04 Episode 16 – The Cohabitation Formulation," To comfort you, of course. Sheldon told me about Leonard dating Rajesh’s sister. So I high-tailed it over here to pick up the pieces of your broken heart.",Amy,"['comfort', 'cours', 'sheldon', 'told', 'leonard', 'date', 'rajesh', 'sister', 'hightail', 'pick', 'piec', 'broken', 'heart']","[('comfort', 'PROPN'), ('course', 'PROPN'), ('sheldon', 'PROPN'), ('told', 'VERB'), ('leonard', 'PROPN'), ('dating', 'VERB'), ('rajeshs', 'ADJ'), ('sister', 'NOUN'), ('hightailed', 'VERB'), ('pick', 'NOUN'), ('pieces', 'NOUN'), ('broken', 'VERB'), ('heart', 'NOUN')]","[('comfort course sheldon', 'PERSON')]","['comfort', 'course', 'sheldon', 'told', 'leonard', 'dating', 'rajeshs', 'sister', 'hightailed', 'pick', 'pieces', 'broken', 'heart']"
Series 04 Episode 16 – The Cohabitation Formulation," You don’t have to be strong for me. Now let’s talk about Priya, that man-stealing bitch.",Amy,"['dont', 'strong', 'let', 'talk', 'priya', 'mansteal', 'bitch']","[('do', 'AUX'), ('nt', 'PART'), ('strong', 'ADJ'), ('lets', 'NOUN'), ('talk', 'VERB'), ('priya', 'ADJ'), ('manstealing', 'VERB'), ('bitch', 'NOUN')]",[],"['dont', 'strong', 'lets', 'talk', 'priya', 'manstealing', 'bitch']"
Series 04 Episode 16 – The Cohabitation Formulation," In situations like this, best girlfriends are often catty about the other woman. Rawr.",Amy,"['situat', 'like', 'best', 'girlfriend', 'often', 'catti', 'woman', 'rawr']","[('situations', 'NOUN'), ('like', 'ADP'), ('best', 'ADJ'), ('girlfriends', 'NOUN'), ('often', 'ADV'), ('catty', 'ADJ'), ('woman', 'NOUN'), ('rawr', 'NOUN')]",[],"['situations', 'like', 'best', 'girlfriends', 'often', 'catty', 'woman', 'rawr']"
Series 04 Episode 16 – The Cohabitation Formulation,Oh. Then perhaps you don’t understand what’s going on. Your former boyfriend has replaced you with what appears to be a very suitable mate. Arguably much more suitable than you.,Amy,"['oh', 'perhap', 'dont', 'understand', 'what', 'go', 'former', 'boyfriend', 'replac', 'appear', 'suitabl', 'mate', 'arguabl', 'much', 'suitabl']","[('oh', 'INTJ'), ('perhaps', 'ADV'), ('do', 'AUX'), ('nt', 'PART'), ('understand', 'VERB'), ('what', 'PRON'), ('s', 'AUX'), ('going', 'VERB'), ('former', 'ADJ'), ('boyfriend', 'NOUN'), ('replaced', 'VERB'), ('appears', 'VERB'), ('suitable', 'ADJ'), ('mate', 'NOUN'), ('arguably', 'ADV'), ('much', 'ADV'), ('suitable', 'ADJ')]",[],"['oh', 'perhaps', 'dont', 'understand', 'whats', 'going', 'former', 'boyfriend', 'replaced', 'appears', 'suitable', 'mate', 'arguably', 'much', 'suitable']"
Series 04 Episode 16 – The Cohabitation Formulation," Well, granted, Penny, your secondary sexual characteristics are reasonably bodacious. But Priya is highly educated, she’s an accomplished professional, and she comes from the culture that literally wrote the book on neat ways to have sex. Whereas you, on the other hand, are a community college dropout who comes from the culture that wrote the book on tipping cows.",Amy,"['well', 'grant', 'penni', 'secondari', 'sexual', 'characterist', 'reason', 'bodaci', 'priya', 'highli', 'educ', 'she', 'accomplish', 'profession', 'come', 'cultur', 'liter', 'wrote', 'book', 'neat', 'way', 'sex', 'wherea', 'hand', 'commun', 'colleg', 'dropout', 'come', 'cultur', 'wrote', 'book', 'tip', 'cow']","[('well', 'ADV'), ('granted', 'VERB'), ('penny', 'NOUN'), ('secondary', 'ADJ'), ('sexual', 'ADJ'), ('characteristics', 'NOUN'), ('reasonably', 'ADV'), ('bodacious', 'ADJ'), ('priya', 'PROPN'), ('highly', 'ADV'), ('educated', 'VERB'), ('she', 'PRON'), ('s', 'VERB'), ('accomplished', 'ADJ'), ('professional', 'NOUN'), ('comes', 'VERB'), ('culture', 'NOUN'), ('literally', 'ADV'), ('wrote', 'VERB'), ('book', 'NOUN'), ('neat', 'ADJ'), ('ways', 'NOUN'), ('sex', 'NOUN'), ('whereas', 'SCONJ'), ('hand', 'NOUN'), ('community', 'NOUN'), ('college', 'NOUN'), ('dropout', 'NOUN'), ('comes', 'VERB'), ('culture', 'NOUN'), ('wrote', 'VERB'), ('book', 'NOUN'), ('tipping', 'NOUN'), ('cows', 'NOUN')]",[],"['well', 'granted', 'penny', 'secondary', 'sexual', 'characteristics', 'reasonably', 'bodacious', 'priya', 'highly', 'educated', 'shes', 'accomplished', 'professional', 'comes', 'culture', 'literally', 'wrote', 'book', 'neat', 'ways', 'sex', 'whereas', 'hand', 'community', 'college', 'dropout', 'comes', 'culture', 'wrote', 'book', 'tipping', 'cows']"
Series 04 Episode 16 – The Cohabitation Formulation," This is a portable electroencephalogram. I’m doing research on emotions and brain activity. So when you start crying, I can see which region of the brain is activated. Then I’m going to stimulate the analogous area in the brain of a rhesus monkey and see if he cries. Cool, huh?",Amy,"['portabl', 'electroencephalogram', 'im', 'research', 'emot', 'brain', 'activ', 'start', 'cri', 'see', 'region', 'brain', 'activ', 'im', 'go', 'stimul', 'analog', 'area', 'brain', 'rhesu', 'monkey', 'see', 'cri', 'cool', 'huh']","[('portable', 'PROPN'), ('electroencephalogram', 'PROPN'), ('i', 'PRON'), ('m', 'VERB'), ('research', 'NOUN'), ('emotions', 'NOUN'), ('brain', 'NOUN'), ('activity', 'NOUN'), ('start', 'VERB'), ('crying', 'VERB'), ('see', 'VERB'), ('region', 'NOUN'), ('brain', 'NOUN'), ('activated', 'VERB'), ('i', 'PRON'), ('m', 'AUX'), ('going', 'VERB'), ('stimulate', 'VERB'), ('analogous', 'ADJ'), ('area', 'NOUN'), ('brain', 'NOUN'), ('rhesus', 'NOUN'), ('monkey', 'NOUN'), ('see', 'VERB'), ('cries', 'NOUN'), ('cool', 'ADJ'), ('huh', 'INTJ')]",[],"['portable', 'electroencephalogram', 'im', 'research', 'emotions', 'brain', 'activity', 'start', 'crying', 'see', 'region', 'brain', 'activated', 'im', 'going', 'stimulate', 'analogous', 'area', 'brain', 'rhesus', 'monkey', 'see', 'cries', 'cool', 'huh']"
Series 04 Episode 16 – The Cohabitation Formulation," Hi, bestie.",Amy,"['hi', 'besti']","[('hi', 'INTJ'), ('bestie', 'NOUN')]",[],"['hi', 'bestie']"
Series 04 Episode 16 – The Cohabitation Formulation," So, how you holding up?",Amy,['hold'],"[('holding', 'VERB')]",[],['holding']
